item_id,scenario_id,model,strategy,tier,auto_verdict,q1_overall,q2_predicate,q2_agreement,notes,rater_id,answered_at
tpl-t2-pb-CD-M-L-l8__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-pb-CD-M-L-l8,google-gla:gemini-2.5-pro,raw_code,T2,pass,yes,bisector_perpendicular,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-pb-CD-M-L-l8__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-pb-CD-M-L-l8,google-gla:gemini-2.5-pro,raw_code,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-pb-CD-M-L-l8__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-pb-CD-M-L-l8,google-gla:gemini-2.5-pro,raw_code,T2,pass,yes,right_angle_marked_at_M,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-sonnet-4-6,raw_code,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-sonnet-4-6,raw_code,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-sonnet-4-6,raw_code,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-sonnet-4-6,raw_code,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s5-60,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,AB_parallel_DC,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s5-60,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,BC_parallel_AD,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s5-60,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,all_sides_equal,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s5-60,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s5-60,openai-responses:gpt-5.1,raw_code,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s5-60,openai-responses:gpt-5.1,raw_code,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s5-60,openai-responses:gpt-5.1,raw_code,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s5-60,openai-responses:gpt-5.1,raw_code,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s5-60,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s5-60,google-gla:gemini-2.5-pro,structured,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s5-60,google-gla:gemini-2.5-pro,structured,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s5-60,google-gla:gemini-2.5-pro,structured,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s5-60__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s5-60,google-gla:gemini-2.5-pro,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-opus-4-7,raw_code,T2,pass,partial,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-opus-4-7,raw_code,T2,pass,partial,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-opus-4-7,raw_code,T2,pass,partial,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-opus-4-7,raw_code,T2,pass,partial,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,raw_code,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,raw_code,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,raw_code,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,raw_code,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-rh-ABCD-s6-70,google-gla:gemini-2.5-flash,raw_code,T2,soft_pass,partial,AB_parallel_DC,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-rh-ABCD-s6-70,google-gla:gemini-2.5-flash,raw_code,T2,soft_pass,partial,BC_parallel_AD,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-rh-ABCD-s6-70,google-gla:gemini-2.5-flash,raw_code,T2,soft_pass,partial,all_sides_equal,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-rh-ABCD-s6-70,google-gla:gemini-2.5-flash,raw_code,T2,soft_pass,partial,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s6-70,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,AB_parallel_DC,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s6-70,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,BC_parallel_AD,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s6-70,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,all_sides_equal,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-rh-ABCD-s6-70,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s6-70,openai-responses:gpt-5.1,raw_code,T2,pass,partial,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s6-70,openai-responses:gpt-5.1,raw_code,T2,pass,partial,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s6-70,openai-responses:gpt-5.1,raw_code,T2,pass,partial,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s6-70,openai-responses:gpt-5.1,raw_code,T2,pass,partial,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-haiku-4-5-20251001,structured,T2,fail,no,AB_parallel_DC,disagree,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-haiku-4-5-20251001,structured,T2,fail,no,BC_parallel_AD,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-haiku-4-5-20251001,structured,T2,fail,no,all_sides_equal,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-haiku-4-5-20251001,structured,T2,fail,no,required_labels,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-opus-4-7,structured,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-opus-4-7,structured,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-opus-4-7,structured,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-opus-4-7__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-opus-4-7,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-rh-ABCD-s6-70,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s6-70,openai-responses:gpt-5.1,structured,T2,pass,yes,AB_parallel_DC,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s6-70,openai-responses:gpt-5.1,structured,T2,pass,yes,BC_parallel_AD,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s6-70,openai-responses:gpt-5.1,structured,T2,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-rh-ABCD-s6-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-rh-ABCD-s6-70,openai-responses:gpt-5.1,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,P_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,P_on_second,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,Q_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,Q_on_second,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-2cir-OC-PQ-5-5,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,P_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-2cir-OC-PQ-5-5,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,P_on_second,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-2cir-OC-PQ-5-5,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,Q_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-2cir-OC-PQ-5-5,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,Q_on_second,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-2cir-OC-PQ-5-5,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-2cir-OC-PQ-5-5,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-2cir-OC-PQ-5-5,openai-responses:gpt-5.1,raw_code,T3,pass,yes,P_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-2cir-OC-PQ-5-5,openai-responses:gpt-5.1,raw_code,T3,pass,yes,P_on_second,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-2cir-OC-PQ-5-5,openai-responses:gpt-5.1,raw_code,T3,pass,yes,Q_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-2cir-OC-PQ-5-5,openai-responses:gpt-5.1,raw_code,T3,pass,yes,Q_on_second,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-2cir-OC-PQ-5-5,openai-responses:gpt-5.1,raw_code,T3,pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-2cir-OC-PQ-5-5,openai-responses:gpt-5.1,raw_code,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,P_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,P_on_second,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,Q_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,Q_on_second,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,P_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,P_on_second,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,Q_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,Q_on_second,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-2cir-OC-PQ-5-5,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-2cir-OC-PQ-5-5__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-2cir-OC-PQ-5-5,google-gla:gemini-2.5-pro,structured,T3,pass,yes,P_on_first,agree-pass,,consensus,2026-05-07T00:39:05.981Z
