id,tier,tags,prompt,required_labels,n_properties,property_types
tpl-t2-ic-STU-I-50-80,2,templated|triangle|circle|incircle,"Construct a triangle STU with angle T = 50° and angle U = 80°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",S|T|U|I,1,equidistant_from_sides
tpl-t2-ic-STU-I-55-65,2,templated|triangle|circle|incircle,"Make a diagram of a triangle STU with angle T = 55° and angle U = 65°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",S|T|U|I,1,equidistant_from_sides
tpl-t2-ic-XYZ-I-60-70,2,templated|triangle|circle|incircle,"Show a triangle XYZ with angle Y = 60° and angle Z = 70°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",X|Y|Z|I,1,equidistant_from_sides
tpl-t2-ic-XYZ-I-50-80,2,templated|triangle|circle|incircle,"Create a diagram showing a triangle XYZ with angle Y = 50° and angle Z = 80°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",X|Y|Z|I,1,equidistant_from_sides
tpl-t2-ic-XYZ-I-55-65,2,templated|triangle|circle|incircle,"I need a drawing of a triangle XYZ with angle Y = 55° and angle Z = 65°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",X|Y|Z|I,1,equidistant_from_sides
tpl-t2-ic-EFG-I-60-70,2,templated|triangle|circle|incircle,"Draw a triangle EFG with angle F = 60° and angle G = 70°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",E|F|G|I,1,equidistant_from_sides
tpl-t2-ic-EFG-I-50-80,2,templated|triangle|circle|incircle,"Sketch a triangle EFG with angle F = 50° and angle G = 80°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",E|F|G|I,1,equidistant_from_sides
tpl-t2-ic-EFG-I-55-65,2,templated|triangle|circle|incircle,"Construct a triangle EFG with angle F = 55° and angle G = 65°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",E|F|G|I,1,equidistant_from_sides
tpl-t2-ic-RST-I-60-70,2,templated|triangle|circle|incircle,"Make a diagram of a triangle RST with angle S = 60° and angle T = 70°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",R|S|T|I,1,equidistant_from_sides
tpl-t2-ic-RST-I-50-80,2,templated|triangle|circle|incircle,"Show a triangle RST with angle S = 50° and angle T = 80°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",R|S|T|I,1,equidistant_from_sides
tpl-t2-ic-RST-I-55-65,2,templated|triangle|circle|incircle,"Create a diagram showing a triangle RST with angle S = 55° and angle T = 65°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",R|S|T|I,1,equidistant_from_sides
tpl-t2-ic-UVW-I-60-70,2,templated|triangle|circle|incircle,"I need a drawing of a triangle UVW with angle V = 60° and angle W = 70°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",U|V|W|I,1,equidistant_from_sides
tpl-t2-ic-UVW-I-50-80,2,templated|triangle|circle|incircle,"Draw a triangle UVW with angle V = 50° and angle W = 80°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",U|V|W|I,1,equidistant_from_sides
tpl-t2-ic-UVW-I-55-65,2,templated|triangle|circle|incircle,"Sketch a triangle UVW with angle V = 55° and angle W = 65°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",U|V|W|I,1,equidistant_from_sides
tpl-t2-par-ABCD-6-4-60,2,templated|quadrilateral|parallelogram|parallel,Draw a parallelogram ABCD with base AB of length 6 and side BC of length 4 meeting at an angle of 60°. Label all four vertices in order going around.,A|B|C|D,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-ABCD-8-5-70,2,templated|quadrilateral|parallelogram|parallel,Sketch a parallelogram ABCD with base AB of length 8 and side BC of length 5 meeting at an angle of 70°. Label all four vertices in order going around.,A|B|C|D,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-ABCD-5-5-80,2,templated|quadrilateral|parallelogram|parallel,Construct a parallelogram ABCD with base AB of length 5 and side BC of length 5 meeting at an angle of 80°. Label all four vertices in order going around.,A|B|C|D,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-ABCD-7-4-65,2,templated|quadrilateral|parallelogram|parallel,Make a diagram of a parallelogram ABCD with base AB of length 7 and side BC of length 4 meeting at an angle of 65°. Label all four vertices in order going around.,A|B|C|D,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-EFGH-6-4-60,2,templated|quadrilateral|parallelogram|parallel,Show a parallelogram EFGH with base EF of length 6 and side FG of length 4 meeting at an angle of 60°. Label all four vertices in order going around.,E|F|G|H,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-EFGH-8-5-70,2,templated|quadrilateral|parallelogram|parallel,Create a diagram showing a parallelogram EFGH with base EF of length 8 and side FG of length 5 meeting at an angle of 70°. Label all four vertices in order going around.,E|F|G|H,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-EFGH-5-5-80,2,templated|quadrilateral|parallelogram|parallel,I need a drawing of a parallelogram EFGH with base EF of length 5 and side FG of length 5 meeting at an angle of 80°. Label all four vertices in order going around.,E|F|G|H,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-EFGH-7-4-65,2,templated|quadrilateral|parallelogram|parallel,Draw a parallelogram EFGH with base EF of length 7 and side FG of length 4 meeting at an angle of 65°. Label all four vertices in order going around.,E|F|G|H,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-JKLM-6-4-60,2,templated|quadrilateral|parallelogram|parallel,Sketch a parallelogram JKLM with base JK of length 6 and side KL of length 4 meeting at an angle of 60°. Label all four vertices in order going around.,J|K|L|M,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-JKLM-8-5-70,2,templated|quadrilateral|parallelogram|parallel,Construct a parallelogram JKLM with base JK of length 8 and side KL of length 5 meeting at an angle of 70°. Label all four vertices in order going around.,J|K|L|M,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-JKLM-5-5-80,2,templated|quadrilateral|parallelogram|parallel,Make a diagram of a parallelogram JKLM with base JK of length 5 and side KL of length 5 meeting at an angle of 80°. Label all four vertices in order going around.,J|K|L|M,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-JKLM-7-4-65,2,templated|quadrilateral|parallelogram|parallel,Show a parallelogram JKLM with base JK of length 7 and side KL of length 4 meeting at an angle of 65°. Label all four vertices in order going around.,J|K|L|M,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-PQRS-6-4-60,2,templated|quadrilateral|parallelogram|parallel,Create a diagram showing a parallelogram PQRS with base PQ of length 6 and side QR of length 4 meeting at an angle of 60°. Label all four vertices in order going around.,P|Q|R|S,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-PQRS-8-5-70,2,templated|quadrilateral|parallelogram|parallel,I need a drawing of a parallelogram PQRS with base PQ of length 8 and side QR of length 5 meeting at an angle of 70°. Label all four vertices in order going around.,P|Q|R|S,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-PQRS-5-5-80,2,templated|quadrilateral|parallelogram|parallel,Draw a parallelogram PQRS with base PQ of length 5 and side QR of length 5 meeting at an angle of 80°. Label all four vertices in order going around.,P|Q|R|S,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-PQRS-7-4-65,2,templated|quadrilateral|parallelogram|parallel,Sketch a parallelogram PQRS with base PQ of length 7 and side QR of length 4 meeting at an angle of 65°. Label all four vertices in order going around.,P|Q|R|S,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-WXYZ-6-4-60,2,templated|quadrilateral|parallelogram|parallel,Construct a parallelogram WXYZ with base WX of length 6 and side XY of length 4 meeting at an angle of 60°. Label all four vertices in order going around.,W|X|Y|Z,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-WXYZ-8-5-70,2,templated|quadrilateral|parallelogram|parallel,Make a diagram of a parallelogram WXYZ with base WX of length 8 and side XY of length 5 meeting at an angle of 70°. Label all four vertices in order going around.,W|X|Y|Z,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-WXYZ-5-5-80,2,templated|quadrilateral|parallelogram|parallel,Show a parallelogram WXYZ with base WX of length 5 and side XY of length 5 meeting at an angle of 80°. Label all four vertices in order going around.,W|X|Y|Z,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-WXYZ-7-4-65,2,templated|quadrilateral|parallelogram|parallel,Create a diagram showing a parallelogram WXYZ with base WX of length 7 and side XY of length 4 meeting at an angle of 65°. Label all four vertices in order going around.,W|X|Y|Z,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-QRST-6-4-60,2,templated|quadrilateral|parallelogram|parallel,I need a drawing of a parallelogram QRST with base QR of length 6 and side RS of length 4 meeting at an angle of 60°. Label all four vertices in order going around.,Q|R|S|T,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-QRST-8-5-70,2,templated|quadrilateral|parallelogram|parallel,Draw a parallelogram QRST with base QR of length 8 and side RS of length 5 meeting at an angle of 70°. Label all four vertices in order going around.,Q|R|S|T,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-QRST-5-5-80,2,templated|quadrilateral|parallelogram|parallel,Sketch a parallelogram QRST with base QR of length 5 and side RS of length 5 meeting at an angle of 80°. Label all four vertices in order going around.,Q|R|S|T,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-par-QRST-7-4-65,2,templated|quadrilateral|parallelogram|parallel,Construct a parallelogram QRST with base QR of length 7 and side RS of length 4 meeting at an angle of 65°. Label all four vertices in order going around.,Q|R|S|T,4,parallel|parallel|equal_lengths|equal_lengths
tpl-t2-rh-ABCD-s5-60,2,templated|quadrilateral|rhombus|parallel,Draw a rhombus ABCD where every side has length 5 and the angle at A measures 60°. Label all four vertices in order.,A|B|C|D,3,equal_lengths|parallel|parallel
tpl-t2-rh-ABCD-s6-70,2,templated|quadrilateral|rhombus|parallel,Sketch a rhombus ABCD where every side has length 6 and the angle at A measures 70°. Label all four vertices in order.,A|B|C|D,3,equal_lengths|parallel|parallel
tpl-t3-rt-alt-ABC-H-3-4,3,templated|triangle|right-angle|altitude|advanced,"Draw a right triangle ABC with the right angle at C, leg AC of length 3, and leg BC of length 4. Drop the altitude from C to the hypotenuse AB, meeting at point H. Mark both right angles (at C and at H) and label all four points.",A|B|C|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-ABC-H-6-8,3,templated|triangle|right-angle|altitude|advanced,"Sketch a right triangle ABC with the right angle at C, leg AC of length 6, and leg BC of length 8. Drop the altitude from C to the hypotenuse AB, meeting at point H. Mark both right angles (at C and at H) and label all four points.",A|B|C|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-ABC-H-5-12,3,templated|triangle|right-angle|altitude|advanced,"Construct a right triangle ABC with the right angle at C, leg AC of length 5, and leg BC of length 12. Drop the altitude from C to the hypotenuse AB, meeting at point H. Mark both right angles (at C and at H) and label all four points.",A|B|C|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-DEF-H-3-4,3,templated|triangle|right-angle|altitude|advanced,"Make a diagram of a right triangle DEF with the right angle at F, leg DF of length 3, and leg EF of length 4. Drop the altitude from F to the hypotenuse DE, meeting at point H. Mark both right angles (at F and at H) and label all four points.",D|E|F|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-DEF-H-6-8,3,templated|triangle|right-angle|altitude|advanced,"Show a right triangle DEF with the right angle at F, leg DF of length 6, and leg EF of length 8. Drop the altitude from F to the hypotenuse DE, meeting at point H. Mark both right angles (at F and at H) and label all four points.",D|E|F|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-DEF-H-5-12,3,templated|triangle|right-angle|altitude|advanced,"Create a diagram showing a right triangle DEF with the right angle at F, leg DF of length 5, and leg EF of length 12. Drop the altitude from F to the hypotenuse DE, meeting at point H. Mark both right angles (at F and at H) and label all four points.",D|E|F|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-JKL-H-3-4,3,templated|triangle|right-angle|altitude|advanced,"I need a drawing of a right triangle JKL with the right angle at L, leg JL of length 3, and leg KL of length 4. Drop the altitude from L to the hypotenuse JK, meeting at point H. Mark both right angles (at L and at H) and label all four points.",J|K|L|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-JKL-H-6-8,3,templated|triangle|right-angle|altitude|advanced,"Draw a right triangle JKL with the right angle at L, leg JL of length 6, and leg KL of length 8. Drop the altitude from L to the hypotenuse JK, meeting at point H. Mark both right angles (at L and at H) and label all four points.",J|K|L|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-JKL-H-5-12,3,templated|triangle|right-angle|altitude|advanced,"Sketch a right triangle JKL with the right angle at L, leg JL of length 5, and leg KL of length 12. Drop the altitude from L to the hypotenuse JK, meeting at point H. Mark both right angles (at L and at H) and label all four points.",J|K|L|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-MNO-H-3-4,3,templated|triangle|right-angle|altitude|advanced,"Construct a right triangle MNO with the right angle at O, leg MO of length 3, and leg NO of length 4. Drop the altitude from O to the hypotenuse MN, meeting at point H. Mark both right angles (at O and at H) and label all four points.",M|N|O|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-MNO-H-6-8,3,templated|triangle|right-angle|altitude|advanced,"Make a diagram of a right triangle MNO with the right angle at O, leg MO of length 6, and leg NO of length 8. Drop the altitude from O to the hypotenuse MN, meeting at point H. Mark both right angles (at O and at H) and label all four points.",M|N|O|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-MNO-H-5-12,3,templated|triangle|right-angle|altitude|advanced,"Show a right triangle MNO with the right angle at O, leg MO of length 5, and leg NO of length 12. Drop the altitude from O to the hypotenuse MN, meeting at point H. Mark both right angles (at O and at H) and label all four points.",M|N|O|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-PQR-H-3-4,3,templated|triangle|right-angle|altitude|advanced,"Create a diagram showing a right triangle PQR with the right angle at R, leg PR of length 3, and leg QR of length 4. Drop the altitude from R to the hypotenuse PQ, meeting at point H. Mark both right angles (at R and at H) and label all four points.",P|Q|R|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-PQR-H-6-8,3,templated|triangle|right-angle|altitude|advanced,"I need a drawing of a right triangle PQR with the right angle at R, leg PR of length 6, and leg QR of length 8. Drop the altitude from R to the hypotenuse PQ, meeting at point H. Mark both right angles (at R and at H) and label all four points.",P|Q|R|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-PQR-H-5-12,3,templated|triangle|right-angle|altitude|advanced,"Draw a right triangle PQR with the right angle at R, leg PR of length 5, and leg QR of length 12. Drop the altitude from R to the hypotenuse PQ, meeting at point H. Mark both right angles (at R and at H) and label all four points.",P|Q|R|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-STU-H-3-4,3,templated|triangle|right-angle|altitude|advanced,"Sketch a right triangle STU with the right angle at U, leg SU of length 3, and leg TU of length 4. Drop the altitude from U to the hypotenuse ST, meeting at point H. Mark both right angles (at U and at H) and label all four points.",S|T|U|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-STU-H-6-8,3,templated|triangle|right-angle|altitude|advanced,"Construct a right triangle STU with the right angle at U, leg SU of length 6, and leg TU of length 8. Drop the altitude from U to the hypotenuse ST, meeting at point H. Mark both right angles (at U and at H) and label all four points.",S|T|U|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-STU-H-5-12,3,templated|triangle|right-angle|altitude|advanced,"Make a diagram of a right triangle STU with the right angle at U, leg SU of length 5, and leg TU of length 12. Drop the altitude from U to the hypotenuse ST, meeting at point H. Mark both right angles (at U and at H) and label all four points.",S|T|U|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-XYZ-H-3-4,3,templated|triangle|right-angle|altitude|advanced,"Show a right triangle XYZ with the right angle at Z, leg XZ of length 3, and leg YZ of length 4. Drop the altitude from Z to the hypotenuse XY, meeting at point H. Mark both right angles (at Z and at H) and label all four points.",X|Y|Z|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-XYZ-H-6-8,3,templated|triangle|right-angle|altitude|advanced,"Create a diagram showing a right triangle XYZ with the right angle at Z, leg XZ of length 6, and leg YZ of length 8. Drop the altitude from Z to the hypotenuse XY, meeting at point H. Mark both right angles (at Z and at H) and label all four points.",X|Y|Z|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-XYZ-H-5-12,3,templated|triangle|right-angle|altitude|advanced,"I need a drawing of a right triangle XYZ with the right angle at Z, leg XZ of length 5, and leg YZ of length 12. Drop the altitude from Z to the hypotenuse XY, meeting at point H. Mark both right angles (at Z and at H) and label all four points.",X|Y|Z|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-EFG-H-3-4,3,templated|triangle|right-angle|altitude|advanced,"Draw a right triangle EFG with the right angle at G, leg EG of length 3, and leg FG of length 4. Drop the altitude from G to the hypotenuse EF, meeting at point H. Mark both right angles (at G and at H) and label all four points.",E|F|G|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-EFG-H-6-8,3,templated|triangle|right-angle|altitude|advanced,"Sketch a right triangle EFG with the right angle at G, leg EG of length 6, and leg FG of length 8. Drop the altitude from G to the hypotenuse EF, meeting at point H. Mark both right angles (at G and at H) and label all four points.",E|F|G|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-EFG-H-5-12,3,templated|triangle|right-angle|altitude|advanced,"Construct a right triangle EFG with the right angle at G, leg EG of length 5, and leg FG of length 12. Drop the altitude from G to the hypotenuse EF, meeting at point H. Mark both right angles (at G and at H) and label all four points.",E|F|G|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-RST-H-3-4,3,templated|triangle|right-angle|altitude|advanced,"Make a diagram of a right triangle RST with the right angle at T, leg RT of length 3, and leg ST of length 4. Drop the altitude from T to the hypotenuse RS, meeting at point H. Mark both right angles (at T and at H) and label all four points.",R|S|T|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-RST-H-6-8,3,templated|triangle|right-angle|altitude|advanced,"Show a right triangle RST with the right angle at T, leg RT of length 6, and leg ST of length 8. Drop the altitude from T to the hypotenuse RS, meeting at point H. Mark both right angles (at T and at H) and label all four points.",R|S|T|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-RST-H-5-12,3,templated|triangle|right-angle|altitude|advanced,"Create a diagram showing a right triangle RST with the right angle at T, leg RT of length 5, and leg ST of length 12. Drop the altitude from T to the hypotenuse RS, meeting at point H. Mark both right angles (at T and at H) and label all four points.",R|S|T|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-UVW-H-3-4,3,templated|triangle|right-angle|altitude|advanced,"I need a drawing of a right triangle UVW with the right angle at W, leg UW of length 3, and leg VW of length 4. Drop the altitude from W to the hypotenuse UV, meeting at point H. Mark both right angles (at W and at H) and label all four points.",U|V|W|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-UVW-H-6-8,3,templated|triangle|right-angle|altitude|advanced,"Draw a right triangle UVW with the right angle at W, leg UW of length 6, and leg VW of length 8. Drop the altitude from W to the hypotenuse UV, meeting at point H. Mark both right angles (at W and at H) and label all four points.",U|V|W|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-rt-alt-UVW-H-5-12,3,templated|triangle|right-angle|altitude|advanced,"Sketch a right triangle UVW with the right angle at W, leg UW of length 5, and leg VW of length 12. Drop the altitude from W to the hypotenuse UV, meeting at point H. Mark both right angles (at W and at H) and label all four points.",U|V|W|H,5,right_angle|right_angle|point_on_segment|mark_present|mark_present
tpl-t3-medial-ABC-DEF-60,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Draw a triangle ABC with angle B = 60° and angle C = 70°. Mark the midpoints D of side BC, E of side CA, and F of side AB. Then draw the inner triangle DEF. Label all six points.",A|B|C|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-ABC-DEF-50,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Sketch a triangle ABC with angle B = 50° and angle C = 80°. Mark the midpoints D of side BC, E of side CA, and F of side AB. Then draw the inner triangle DEF. Label all six points.",A|B|C|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-DEF-LMN-60,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Construct a triangle DEF with angle E = 60° and angle F = 70°. Mark the midpoints L of side EF, M of side FD, and N of side DE. Then draw the inner triangle LMN. Label all six points.",D|E|F|L|M|N,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-DEF-LMN-50,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Make a diagram of a triangle DEF with angle E = 50° and angle F = 80°. Mark the midpoints L of side EF, M of side FD, and N of side DE. Then draw the inner triangle LMN. Label all six points.",D|E|F|L|M|N,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-JKL-DEF-60,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Show a triangle JKL with angle K = 60° and angle L = 70°. Mark the midpoints D of side KL, E of side LJ, and F of side JK. Then draw the inner triangle DEF. Label all six points.",J|K|L|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-JKL-DEF-50,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Create a diagram showing a triangle JKL with angle K = 50° and angle L = 80°. Mark the midpoints D of side KL, E of side LJ, and F of side JK. Then draw the inner triangle DEF. Label all six points.",J|K|L|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-MNO-DEF-60,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"I need a drawing of a triangle MNO with angle N = 60° and angle O = 70°. Mark the midpoints D of side NO, E of side OM, and F of side MN. Then draw the inner triangle DEF. Label all six points.",M|N|O|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-MNO-DEF-50,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Draw a triangle MNO with angle N = 50° and angle O = 80°. Mark the midpoints D of side NO, E of side OM, and F of side MN. Then draw the inner triangle DEF. Label all six points.",M|N|O|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-PQR-DEF-60,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Sketch a triangle PQR with angle Q = 60° and angle R = 70°. Mark the midpoints D of side QR, E of side RP, and F of side PQ. Then draw the inner triangle DEF. Label all six points.",P|Q|R|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-PQR-DEF-50,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Construct a triangle PQR with angle Q = 50° and angle R = 80°. Mark the midpoints D of side QR, E of side RP, and F of side PQ. Then draw the inner triangle DEF. Label all six points.",P|Q|R|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-STU-DEF-60,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Make a diagram of a triangle STU with angle T = 60° and angle U = 70°. Mark the midpoints D of side TU, E of side US, and F of side ST. Then draw the inner triangle DEF. Label all six points.",S|T|U|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-STU-DEF-50,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Show a triangle STU with angle T = 50° and angle U = 80°. Mark the midpoints D of side TU, E of side US, and F of side ST. Then draw the inner triangle DEF. Label all six points.",S|T|U|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-XYZ-DEF-60,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Create a diagram showing a triangle XYZ with angle Y = 60° and angle Z = 70°. Mark the midpoints D of side YZ, E of side ZX, and F of side XY. Then draw the inner triangle DEF. Label all six points.",X|Y|Z|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-XYZ-DEF-50,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"I need a drawing of a triangle XYZ with angle Y = 50° and angle Z = 80°. Mark the midpoints D of side YZ, E of side ZX, and F of side XY. Then draw the inner triangle DEF. Label all six points.",X|Y|Z|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-EFG-DMN-60,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Draw a triangle EFG with angle F = 60° and angle G = 70°. Mark the midpoints D of side FG, M of side GE, and N of side EF. Then draw the inner triangle DMN. Label all six points.",E|F|G|D|M|N,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-EFG-DMN-50,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Sketch a triangle EFG with angle F = 50° and angle G = 80°. Mark the midpoints D of side FG, M of side GE, and N of side EF. Then draw the inner triangle DMN. Label all six points.",E|F|G|D|M|N,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-RST-DEF-60,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Construct a triangle RST with angle S = 60° and angle T = 70°. Mark the midpoints D of side ST, E of side TR, and F of side RS. Then draw the inner triangle DEF. Label all six points.",R|S|T|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-RST-DEF-50,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Make a diagram of a triangle RST with angle S = 50° and angle T = 80°. Mark the midpoints D of side ST, E of side TR, and F of side RS. Then draw the inner triangle DEF. Label all six points.",R|S|T|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-UVW-DEF-60,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Show a triangle UVW with angle V = 60° and angle W = 70°. Mark the midpoints D of side VW, E of side WU, and F of side UV. Then draw the inner triangle DEF. Label all six points.",U|V|W|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-medial-UVW-DEF-50,3,templated|triangle|medial-triangle|midpoint|parallel|advanced,"Create a diagram showing a triangle UVW with angle V = 50° and angle W = 80°. Mark the midpoints D of side VW, E of side WU, and F of side UV. Then draw the inner triangle DEF. Label all six points.",U|V|W|D|E|F,6,midpoint|midpoint|midpoint|parallel|parallel|parallel
tpl-t3-cen-ABC-G-60,3,templated|triangle|centroid|median|advanced,"Draw a triangle ABC with angle B = 60° and angle C = 70°. Mark the midpoint D of side BC, the midpoint E of side CA, and the midpoint F of side AB. Draw the three medians AD, BE, and CF — they all meet at the centroid G. Label all seven points.",A|B|C|D|E|F|G,5,centroid|midpoint|midpoint|midpoint|point_on_segment
